person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file
0.0007664301982188704,0.022176397945356374,0.0019070307391150854,0.011013557521986798,0.010579906649404853,0.008561863226332185,0.1752709863119395,-0.02052828591588475,-0.002708594436585483,0.23458841747667483
0.001748813850136298,-0.0030263294101018174,-0.0003678529261052499,-0.019623526704161724,0.0028229885227016712,-0.02157311347103132,0.07655523061881685,-0.033631719776075125,0.015035006903925001,-0.5130201189996397
-0.0001493653607467882,-0.008782620096052286,-0.0005439519440593285,-0.024718666218563362,-0.007297047542499215,-0.022696272428439492,-0.0751212947961894,-0.041676570756324326,0.000771452908673198,-0.31486628515733417
-0.006394221044464251,0.010866825852616606,-0.0003281560730343802,0.07859368001329019,-0.028590586592084976,-0.030807914069143454,0.02724665402667493,0.251915647930028,-0.027185456469455315,0.22960147452256316
0.007146926945827747,-0.054820009889364786,-0.003318365517049852,-0.007153885983101006,-0.006099255586365953,-0.03725154835509904,-0.10884368043049347,-0.05079629644844046,0.09180947437222917,-0.32575398049967746
-0.0011716754456812153,-0.016960525213669034,-0.000599060840504828,-0.023118311757725326,0.007474811264013392,-0.01776790214898113,-0.005730859757927086,-0.049915173674944996,0.0007422934743089304,-0.38803421729042387
0.013251558634528395,-0.02681310080316334,0.022271784296241902,-0.034979543138164836,0.0198538091540499,0.06339987803886396,-0.08426550841500362,-0.08732282626199496,-0.01424579209183923,0.15445961993118332
0.0,0.005026957773862429,-0.0007897450723991506,0.004094326513545887,-0.01491386700227928,0.01641904276587778,-0.08057132477633941,-0.013485568305943628,0.014298480125530772,-0.42515892341339057
0.0010378881635857429,-0.027093594799446338,0.0034854656658266855,0.003149660811951907,-0.027764022501682552,0.07106762309854346,0.2446137789039341,-0.04370017534872072,0.02116924411415255,0.22986763594282503
-0.03031044139100717,-0.04545784350105069,0.00991286455471327,0.013332540239346925,0.007730524794813398,-0.009203745043443469,0.09609523781229733,-0.12190118356470864,-0.025538656123422293,0.17667199327217992
-0.0023813470300238842,0.034116501082703435,0.0007821433927975852,0.029991706471400145,-0.01135396545541097,-0.005534917556444785,0.08664113063280696,0.10773596527482021,0.016438821739596463,0.24561719110755045
-0.0005628735710687671,-0.02581270671546756,-0.0010327184276101155,0.06255986519264371,0.0015707282181294901,-0.00920962554501422,-0.017887989725343188,0.21470971132605352,0.05831077869190411,0.22116061558589933
0.0005962816383631367,0.03231699259627992,0.0003363356163589709,0.00932326263891698,0.032204851237513855,0.016588720927809636,-0.05533851845681504,-0.10574979351644007,-0.023176746254606667,0.176971351117394
-0.002526377363621402,-0.043418821345488495,0.0046684258242243514,0.01951511954015246,-0.05438419343386554,-0.0008854910967758811,0.20625385023117984,0.0022354023372154266,-0.04413674595071223,0.21334608603345373
0.0014043869663632636,0.034330653366739065,-0.00026380859898644804,0.06933755990286937,-0.018268307553300365,-0.03163993092568771,0.005992246937052436,0.2253518684042156,-0.011599397766831051,0.2302611140634698
-0.006619039886746568,0.009303965599657673,0.0008275661660992246,0.00043656816831705303,0.0036920280131397367,-0.0054568180659238285,0.058719309160122954,-0.036566081746103714,0.21219327737305896,0.24755415787347435
0.0002635715168130548,-0.012709459199331162,-0.0009738961633240742,0.0070282908026769895,0.007036085366386483,-0.02037805023270939,-0.030329513228488602,-0.06483485748536134,-0.011730804701122628,-0.3684519880670744
0.011123350695308145,0.0009201204919362382,0.005478365716267524,0.01764272525931556,-0.004173580257869554,0.004513842738467758,0.20866775496396123,-0.038448129055502406,-0.041560327625987874,0.21664974258671263
-0.0006555848608669513,0.004540665176822564,-0.0006151454848964955,-0.013679124453637075,0.023575718548297746,0.0021826768911267025,0.022097081325485244,-0.046762550432572644,0.023278733739629777,-0.509043091840924
-0.003996700043828048,-0.015812745233974426,0.001054573367108902,0.059613452799523355,-0.021161742703758896,0.026377634850343303,0.0015005920471247507,0.24606651259396659,-0.0200760684202681,0.23130046359050888
-0.0014225004197189349,-0.007152542451900187,-0.0004910456953999276,-0.0298399930905693,0.0158984180676976,0.0071874504246828294,-0.06385871915517594,-0.058388449925313377,0.010836389901882983,-0.36784962904772084
0.00046773337158910466,-0.008941699244354742,-0.013341859621304252,0.017262591441742747,-0.01571010806488486,-0.03118911986445538,0.03240995137377361,-0.08244160392386043,-0.011575043039600302,0.17126747279480967
0.0011496585561555945,0.004414815603306814,-0.0006574478894246227,0.005761592952798677,0.025542528351673057,-0.003710002338805498,-0.02509814315130905,-0.07096509692656489,-0.0008888038017709473,-0.43062972274759426
-0.022464171761692887,-0.02787213342362895,0.0024638786646094535,0.016175603345104917,-0.003385240599016929,0.023218228916261237,0.028022634484575103,-0.10559835164600992,-0.01610242572555008,0.17955351085668161
-0.004475970697523765,0.025193827446029785,-0.0011833226401643457,-0.03275597419810525,-0.02857013983663284,-0.029050000864640626,-0.06460182721548856,0.02949858318642646,-0.028111447980645635,0.15966615214544627
0.0004268930378381452,-0.012426973002905612,-0.0003365051665423571,0.013552088765655858,0.009832632082332298,0.037810318143796845,-0.06371521457230767,-0.11415875802860533,-0.010764439540583079,0.16538983762602238
0.0023982770936371253,-0.014641674785007846,-0.0006240520138398042,0.05858351983721929,-0.010389250303027342,-0.023541663652342643,0.0775238799310285,0.17812403046660605,-0.0018026817546979474,0.22586257071607466
0.009062318276028186,-0.09574049498598404,0.011199293761013114,-0.011185380379966013,-0.06053657199006508,0.06168911268488618,-0.04115378009110801,-0.09403030900233315,0.08758279542040508,0.15872289565182524
-0.0008469743223564075,-0.00347839404783526,-0.00045191461195787097,-0.0158113339211654,0.027755646543842046,0.017713535246482396,-0.034423661070816944,-0.05933851418594341,0.024297070397875025,-0.45049608141965924
0.0006536473943262734,-0.01030610414626799,0.0007834430035072848,0.006210986373102825,-0.03067450512848288,0.0005090642415566671,0.2177808029543219,-0.020893923229131098,0.009255100074605938,0.22479959563232732
-0.007215113595668276,0.012560482637896732,-0.002275584423885868,0.027513791364578856,-0.013500592133762535,-0.008668283239547877,0.14870643228321878,0.0746897286196401,-0.054353386848662325,0.2264103945643168
0.0036963859667656918,0.02157447223027798,-0.0005606852941880125,0.007833915479306282,0.05236406774933087,0.009723089742965832,0.011387366536609234,-0.09972220416516527,0.07966008623450248,0.20468728560205887
0.004213249424380087,0.03572218390558699,0.00016936018278745912,0.023230976673026517,-0.010807151950570462,-0.011102586330770242,0.1339236727357858,0.07480164579981181,-0.004877588105409752,0.2392390124606653
0.0011024804794060872,0.04134533282229914,0.0011098004473119097,0.006579678084921206,0.06147674987183352,-0.024795302138562136,0.19542388686903395,-0.08099772258800768,0.03567604269792595,0.23426530256096031
0.010171482316657711,0.04563780301380818,0.0031412763061894975,-0.0015957262562193986,0.025368199902954802,0.03463328453184942,-0.015290422958273608,-0.04664247374935128,-0.04371665783061564,0.2006481020323319
-0.002334917171423938,0.0013128669327071574,-0.002811923327134899,-0.026744006377467846,-0.02977429044736333,-0.01698759473177073,-0.021467010592553362,0.0880051624416319,0.027852559866037876,-0.5121314679841777
0.0005251738716217777,0.02167825980616749,0.0003859844799489198,0.01786060510641429,-0.05744555732010685,0.0165689880538183,-0.07112587024548346,-0.005044046973226921,0.02983369482829707,0.1877395238625866
-0.0015719175347685642,0.03762835256245716,0.0008075529021610017,-0.013002105915976739,0.04254240209674233,0.0,0.1690006414629256,-0.025451650858167314,0.03820171085400869,0.24585930604491163
-0.0033812501045664975,-0.00421387579927082,0.00024927549420090955,-0.13437797140798288,-0.05530248284501179,0.033132930183909684,-0.07389831372916801,0.14069778022694632,-0.05487825106307619,0.17758203838872078
0.004606053754296711,-0.014762204983523423,0.0020703129311400725,0.004376266910494781,-0.014708545242391917,0.05070398959746547,0.224403569230742,-0.04011352553855769,0.039878154517600906,0.23955220766542037
0.012976648519967032,-0.008759085622615664,0.0004048304216083265,-0.03502675427891111,-0.022851334835437238,0.008879899128498483,0.20326040881877813,0.012421711433281933,-0.038363958622529906,0.2126468244177671
-0.0012709803494445784,0.0035899019935336602,-0.0006040108179867776,0.041101981405419076,-0.02598544628256011,-0.0026415397796809995,0.12824841139901433,0.1297654834244012,-0.017360566501171508,0.25000378407818313
-0.0049758209843747,0.01646719504128512,-0.00043988117661408754,0.06864203890165872,-0.01736986092200315,0.004293035087036524,0.023991503149107342,0.21745819142802,-0.03284905109357063,0.2288726901505149
0.00661839937236262,-0.12019043991202585,-0.0034880203900359286,-0.05484884666581292,0.005800714913195424,0.04823758746765848,-0.13583839353435329,-0.12116219109106208,-0.05717634180094309,0.11638288129020723
0.013852550713707515,-0.00471193078774892,0.003974459475099709,-0.026038531242829344,0.03319518677093004,0.06680579914102593,-0.0962490928947345,-0.1252935871639601,-0.010162020965250772,0.15823016744561771
